,treatment,categoryOrValue,range,IV
1105,https://data.cooperationdatabank.org/id/ENG00467_4.8.4,https://data.cooperationdatabank.org/id/gameincentive/non-monetary_material,https://data.cooperationdatabank.org/vocab/class/GameIncentive,https://data.cooperationdatabank.org/vocab/prop/gameIncentive
1106,https://data.cooperationdatabank.org/id/ENG00467_4.8.4,https://data.cooperationdatabank.org/id/gameincentive/non-monetary_material,https://data.cooperationdatabank.org/vocab/class/GameIncentive,https://data.cooperationdatabank.org/vocab/prop/gameIncentive
1107,https://data.cooperationdatabank.org/id/ENG00467_4.8.5,https://data.cooperationdatabank.org/id/gameincentive/monetary,https://data.cooperationdatabank.org/vocab/class/GameIncentive,https://data.cooperationdatabank.org/vocab/prop/gameIncentive
1108,https://data.cooperationdatabank.org/id/ENG00467_4.8.4,https://data.cooperationdatabank.org/id/gameincentive/non-monetary_material,https://data.cooperationdatabank.org/vocab/class/GameIncentive,https://data.cooperationdatabank.org/vocab/prop/gameIncentive
1109,https://data.cooperationdatabank.org/id/ENG00467_4.8.6,https://data.cooperationdatabank.org/id/gameincentive/monetary,https://data.cooperationdatabank.org/vocab/class/GameIncentive,https://data.cooperationdatabank.org/vocab/prop/gameIncentive
1110,https://data.cooperationdatabank.org/id/ENG00467_4.8.4,https://data.cooperationdatabank.org/id/gameincentive/non-monetary_material,https://data.cooperationdatabank.org/vocab/class/GameIncentive,https://data.cooperationdatabank.org/vocab/prop/gameIncentive
1111,https://data.cooperationdatabank.org/id/ENG00467_4.8.7,https://data.cooperationdatabank.org/id/gameincentive/monetary,https://data.cooperationdatabank.org/vocab/class/GameIncentive,https://data.cooperationdatabank.org/vocab/prop/gameIncentive
1112,https://data.cooperationdatabank.org/id/ENG00467_4.8.4,https://data.cooperationdatabank.org/id/gameincentive/non-monetary_material,https://data.cooperationdatabank.org/vocab/class/GameIncentive,https://data.cooperationdatabank.org/vocab/prop/gameIncentive
1113,https://data.cooperationdatabank.org/id/ENG00467_4.8.8,https://data.cooperationdatabank.org/id/gameincentive/monetary,https://data.cooperationdatabank.org/vocab/class/GameIncentive,https://data.cooperationdatabank.org/vocab/prop/gameIncentive
1114,https://data.cooperationdatabank.org/id/ENG00468_1.1.1,https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1115,https://data.cooperationdatabank.org/id/ENG00468_1.1.2,https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1116,https://data.cooperationdatabank.org/id/ENG00470_1.2.1,50,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1117,https://data.cooperationdatabank.org/id/ENG00470_1.2.2,25,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1118,https://data.cooperationdatabank.org/id/ENG00470_1.3.1,50,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1119,https://data.cooperationdatabank.org/id/ENG00470_1.3.2,25,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1120,https://data.cooperationdatabank.org/id/ENG00470_1.4.1,50,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1121,https://data.cooperationdatabank.org/id/ENG00470_1.4.2,25,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1122,https://data.cooperationdatabank.org/id/ENG00470_1.6.1,https://data.cooperationdatabank.org/id/targetmembership/stranger,https://data.cooperationdatabank.org/vocab/class/TargetMembership,https://data.cooperationdatabank.org/vocab/prop/targetMembership
1123,https://data.cooperationdatabank.org/id/ENG00470_1.6.2,https://data.cooperationdatabank.org/id/targetmembership/ingroup,https://data.cooperationdatabank.org/vocab/class/TargetMembership,https://data.cooperationdatabank.org/vocab/prop/targetMembership
1124,https://data.cooperationdatabank.org/id/ENG00472_1.1.2,0.33,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/conflictIndexValue
1125,https://data.cooperationdatabank.org/id/ENG00472_1.1.3,0.5,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/conflictIndexValue
1126,https://data.cooperationdatabank.org/id/ENG00479_1.2.1,0.2,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/iteratedPreprogrammedCooperationRate
1127,https://data.cooperationdatabank.org/id/ENG00479_1.2.2,0.4,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/iteratedPreprogrammedCooperationRate
1128,https://data.cooperationdatabank.org/id/ENG00479_1.3.1,https://data.cooperationdatabank.org/id/svotype/altruist,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
1129,https://data.cooperationdatabank.org/id/ENG00479_1.3.2,https://data.cooperationdatabank.org/id/svotype/prosocial,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
1130,https://data.cooperationdatabank.org/id/ENG00479_1.3.1,https://data.cooperationdatabank.org/id/svotype/altruist,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
1131,https://data.cooperationdatabank.org/id/ENG00479_1.3.3,https://data.cooperationdatabank.org/id/svotype/individualist,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
1132,https://data.cooperationdatabank.org/id/ENG00479_1.3.1,https://data.cooperationdatabank.org/id/svotype/altruist,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
1133,https://data.cooperationdatabank.org/id/ENG00479_1.3.4,https://data.cooperationdatabank.org/id/svotype/competitor,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
1134,https://data.cooperationdatabank.org/id/ENG00479_1.3.2,https://data.cooperationdatabank.org/id/svotype/prosocial,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
1135,https://data.cooperationdatabank.org/id/ENG00479_1.3.3,https://data.cooperationdatabank.org/id/svotype/individualist,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
1136,https://data.cooperationdatabank.org/id/ENG00479_1.3.2,https://data.cooperationdatabank.org/id/svotype/prosocial,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
1137,https://data.cooperationdatabank.org/id/ENG00479_1.3.4,https://data.cooperationdatabank.org/id/svotype/competitor,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
1138,https://data.cooperationdatabank.org/id/ENG00479_1.3.3,https://data.cooperationdatabank.org/id/svotype/individualist,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
1139,https://data.cooperationdatabank.org/id/ENG00479_1.3.4,https://data.cooperationdatabank.org/id/svotype/competitor,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
1140,https://data.cooperationdatabank.org/id/ENG00483_1.1.1,https://data.cooperationdatabank.org/id/hormonesadministration/oxytocin,https://data.cooperationdatabank.org/vocab/class/HormonesAdministration,https://data.cooperationdatabank.org/vocab/prop/hormonesAdministration
1141,https://data.cooperationdatabank.org/id/ENG00483_1.1.2,https://data.cooperationdatabank.org/id/hormonesadministration/vasopressin,https://data.cooperationdatabank.org/vocab/class/HormonesAdministration,https://data.cooperationdatabank.org/vocab/prop/hormonesAdministration
1142,https://data.cooperationdatabank.org/id/ENG00483_1.1.1,https://data.cooperationdatabank.org/id/hormonesadministration/oxytocin,https://data.cooperationdatabank.org/vocab/class/HormonesAdministration,https://data.cooperationdatabank.org/vocab/prop/hormonesAdministration
1143,https://data.cooperationdatabank.org/id/ENG00483_1.1.3,https://data.cooperationdatabank.org/id/hormonesadministration/placebo,https://data.cooperationdatabank.org/vocab/class/HormonesAdministration,https://data.cooperationdatabank.org/vocab/prop/hormonesAdministration
1144,https://data.cooperationdatabank.org/id/ENG00483_1.1.2,https://data.cooperationdatabank.org/id/hormonesadministration/vasopressin,https://data.cooperationdatabank.org/vocab/class/HormonesAdministration,https://data.cooperationdatabank.org/vocab/prop/hormonesAdministration
1145,https://data.cooperationdatabank.org/id/ENG00483_1.1.3,https://data.cooperationdatabank.org/id/hormonesadministration/placebo,https://data.cooperationdatabank.org/vocab/class/HormonesAdministration,https://data.cooperationdatabank.org/vocab/prop/hormonesAdministration
1146,https://data.cooperationdatabank.org/id/ENG00483_1.2.1,https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1147,https://data.cooperationdatabank.org/id/ENG00483_1.2.2,https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1148,https://data.cooperationdatabank.org/id/ENG00491_1.1.1,10,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1149,https://data.cooperationdatabank.org/id/ENG00491_1.1.2,20,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1150,https://data.cooperationdatabank.org/id/ENG00491_1.1.1,10,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1151,https://data.cooperationdatabank.org/id/ENG00491_1.1.3,30,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1152,https://data.cooperationdatabank.org/id/ENG00491_1.1.1,10,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1153,https://data.cooperationdatabank.org/id/ENG00491_1.1.4,40,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1154,https://data.cooperationdatabank.org/id/ENG00491_1.1.2,20,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1155,https://data.cooperationdatabank.org/id/ENG00491_1.1.3,30,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1156,https://data.cooperationdatabank.org/id/ENG00491_1.1.2,20,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1157,https://data.cooperationdatabank.org/id/ENG00491_1.1.4,40,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1158,https://data.cooperationdatabank.org/id/ENG00491_1.1.3,30,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1159,https://data.cooperationdatabank.org/id/ENG00491_1.1.4,40,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1160,https://data.cooperationdatabank.org/id/ENG00491_1.2.1,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/endowmentAssigned
1161,https://data.cooperationdatabank.org/id/ENG00491_1.2.2,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/endowmentAssigned
1162,https://data.cooperationdatabank.org/id/ENG00515_1.1.1,https://data.cooperationdatabank.org/id/genderofpartner/f,https://data.cooperationdatabank.org/vocab/class/GenderOfPartner,https://data.cooperationdatabank.org/vocab/prop/genderOfPartner
1163,https://data.cooperationdatabank.org/id/ENG00515_1.1.2,https://data.cooperationdatabank.org/id/genderofpartner/m,https://data.cooperationdatabank.org/vocab/class/GenderOfPartner,https://data.cooperationdatabank.org/vocab/prop/genderOfPartner
1164,https://data.cooperationdatabank.org/id/ENG00515_1.2.1,https://data.cooperationdatabank.org/id/partnerperceptionlevel/low,https://data.cooperationdatabank.org/vocab/class/PartnerPerceptionLevel,https://data.cooperationdatabank.org/vocab/prop/partnerPerceptionLevel
1165,https://data.cooperationdatabank.org/id/ENG00515_1.2.2,https://data.cooperationdatabank.org/id/partnerperceptionlevel/control,https://data.cooperationdatabank.org/vocab/class/PartnerPerceptionLevel,https://data.cooperationdatabank.org/vocab/prop/partnerPerceptionLevel
1166,https://data.cooperationdatabank.org/id/ENG00515_1.3.1,https://data.cooperationdatabank.org/id/partnerperceptionlevel/low,https://data.cooperationdatabank.org/vocab/class/PartnerPerceptionLevel,https://data.cooperationdatabank.org/vocab/prop/partnerPerceptionLevel
1167,https://data.cooperationdatabank.org/id/ENG00515_1.3.2,https://data.cooperationdatabank.org/id/partnerperceptionlevel/control,https://data.cooperationdatabank.org/vocab/class/PartnerPerceptionLevel,https://data.cooperationdatabank.org/vocab/prop/partnerPerceptionLevel
1168,https://data.cooperationdatabank.org/id/ENG00515_1.4.1,https://data.cooperationdatabank.org/id/partnerperceptionlevel/low,https://data.cooperationdatabank.org/vocab/class/PartnerPerceptionLevel,https://data.cooperationdatabank.org/vocab/prop/partnerPerceptionLevel
1169,https://data.cooperationdatabank.org/id/ENG00515_1.4.2,https://data.cooperationdatabank.org/id/partnerperceptionlevel/control,https://data.cooperationdatabank.org/vocab/class/PartnerPerceptionLevel,https://data.cooperationdatabank.org/vocab/prop/partnerPerceptionLevel
1170,https://data.cooperationdatabank.org/id/ENG00515_1.5.1,https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1171,https://data.cooperationdatabank.org/id/ENG00515_1.5.2,https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1172,https://data.cooperationdatabank.org/id/ENG00515_1.6.1,https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1173,https://data.cooperationdatabank.org/id/ENG00515_1.6.2,https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1174,https://data.cooperationdatabank.org/id/ENG00515_1.7.1,https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1175,https://data.cooperationdatabank.org/id/ENG00515_1.7.2,https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1176,https://data.cooperationdatabank.org/id/ENG00515_1.8.1,https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1177,https://data.cooperationdatabank.org/id/ENG00515_1.8.2,https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1178,https://data.cooperationdatabank.org/id/ENG00517_1.3.1,1,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/positionInGame
1179,https://data.cooperationdatabank.org/id/ENG00517_1.3.2,2,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/positionInGame
1180,https://data.cooperationdatabank.org/id/ENG00517_1.4.1,1,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/positionInGame
1181,https://data.cooperationdatabank.org/id/ENG00517_1.4.2,2,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/positionInGame
1182,https://data.cooperationdatabank.org/id/ENG00320_1.3.1,JPN,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1183,https://data.cooperationdatabank.org/id/ENG00320_1.3.2,NLD,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1184,https://data.cooperationdatabank.org/id/ENG00320_1.3.2,NLD,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1185,https://data.cooperationdatabank.org/id/ENG00320_1.3.4,USA,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1186,https://data.cooperationdatabank.org/id/ENG00320_1.2.1,JPN,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1187,https://data.cooperationdatabank.org/id/ENG00320_1.2.4,USA,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1188,https://data.cooperationdatabank.org/id/ENG00320_1.2.1,JPN,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1189,https://data.cooperationdatabank.org/id/ENG00320_1.2.2,NLD,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1190,https://data.cooperationdatabank.org/id/ENG00320_1.3.1,JPN,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1191,https://data.cooperationdatabank.org/id/ENG00320_1.3.4,USA,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1192,https://data.cooperationdatabank.org/id/ENG00320_1.2.2,NLD,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1193,https://data.cooperationdatabank.org/id/ENG00320_1.2.4,USA,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1194,https://data.cooperationdatabank.org/id/ENG00320_1.4.1,JPN,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1195,https://data.cooperationdatabank.org/id/ENG00320_1.4.2,NLD,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1196,https://data.cooperationdatabank.org/id/ENG00320_1.3.1,JPN,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1197,https://data.cooperationdatabank.org/id/ENG00320_1.3.3,ESP,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1198,https://data.cooperationdatabank.org/id/ENG00320_1.2.2,NLD,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1199,https://data.cooperationdatabank.org/id/ENG00320_1.2.3,ESP,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1200,https://data.cooperationdatabank.org/id/ENG00320_1.3.3,ESP,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1201,https://data.cooperationdatabank.org/id/ENG00320_1.3.4,USA,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1202,https://data.cooperationdatabank.org/id/ENG00320_1.2.1,JPN,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1203,https://data.cooperationdatabank.org/id/ENG00320_1.2.3,ESP,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1204,https://data.cooperationdatabank.org/id/ENG00320_1.3.2,NLD,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1205,https://data.cooperationdatabank.org/id/ENG00320_1.3.3,ESP,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1206,https://data.cooperationdatabank.org/id/ENG00320_1.2.3,ESP,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1207,https://data.cooperationdatabank.org/id/ENG00320_1.2.4,USA,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1208,https://data.cooperationdatabank.org/id/ENG00535_1.1.2,30,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1209,https://data.cooperationdatabank.org/id/ENG00535_1.1.2,70,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1210,https://data.cooperationdatabank.org/id/ENG00535_1.1.2,90,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1211,https://data.cooperationdatabank.org/id/ENG00535_1.1.2,130,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1212,https://data.cooperationdatabank.org/id/ENG00535_1.1.2,180,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1213,https://data.cooperationdatabank.org/id/ENG00535_1.1.3,10,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1214,https://data.cooperationdatabank.org/id/ENG00535_1.1.3,20,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1215,https://data.cooperationdatabank.org/id/ENG00535_1.1.3,40,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1216,https://data.cooperationdatabank.org/id/ENG00535_1.1.3,110,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1217,https://data.cooperationdatabank.org/id/ENG00535_1.1.3,320,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1218,https://data.cooperationdatabank.org/id/ENG00528_1.1.1,https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1219,https://data.cooperationdatabank.org/id/ENG00528_1.1.2,https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
1220,https://data.cooperationdatabank.org/id/ENG00529_1.2.1,https://data.cooperationdatabank.org/id/iteratedstrategy/predominantly_cooperative,https://data.cooperationdatabank.org/vocab/class/IteratedStrategy,https://data.cooperationdatabank.org/vocab/prop/iteratedStrategy
1221,https://data.cooperationdatabank.org/id/ENG00529_1.2.2,https://data.cooperationdatabank.org/id/iteratedstrategy/predominantly_competitive,https://data.cooperationdatabank.org/vocab/class/IteratedStrategy,https://data.cooperationdatabank.org/vocab/prop/iteratedStrategy
1222,https://data.cooperationdatabank.org/id/ENG00548_1.1.1,https://data.cooperationdatabank.org/id/conflictindexlevel/high,https://data.cooperationdatabank.org/vocab/class/ConflictIndexLevel,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel
1223,https://data.cooperationdatabank.org/id/ENG00548_1.1.2,https://data.cooperationdatabank.org/id/conflictindexlevel/low,https://data.cooperationdatabank.org/vocab/class/ConflictIndexLevel,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel
1224,https://data.cooperationdatabank.org/id/ENG00548_1.2.1,1,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/positionInGame
1225,https://data.cooperationdatabank.org/id/ENG00548_1.2.2,2,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/positionInGame
1226,https://data.cooperationdatabank.org/id/ENG00548_1.2.1,1,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/positionInGame
1227,https://data.cooperationdatabank.org/id/ENG00548_1.2.3,3,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/positionInGame
1228,https://data.cooperationdatabank.org/id/ENG00548_1.2.2,2,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/positionInGame
1229,https://data.cooperationdatabank.org/id/ENG00548_1.2.3,3,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/positionInGame
1230,https://data.cooperationdatabank.org/id/ENG00553_1.1.1,120,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1231,https://data.cooperationdatabank.org/id/ENG00553_1.1.2,160,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1232,https://data.cooperationdatabank.org/id/ENG00553_1.1.1,120,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1233,https://data.cooperationdatabank.org/id/ENG00553_1.1.3,200,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1234,https://data.cooperationdatabank.org/id/ENG00553_1.1.1,120,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1235,https://data.cooperationdatabank.org/id/ENG00553_1.1.4,240,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1236,https://data.cooperationdatabank.org/id/ENG00553_1.1.2,160,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1237,https://data.cooperationdatabank.org/id/ENG00553_1.1.3,200,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1238,https://data.cooperationdatabank.org/id/ENG00553_1.1.2,160,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1239,https://data.cooperationdatabank.org/id/ENG00553_1.1.4,240,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1240,https://data.cooperationdatabank.org/id/ENG00553_1.1.3,200,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1241,https://data.cooperationdatabank.org/id/ENG00553_1.1.4,240,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
1242,https://data.cooperationdatabank.org/id/ENG00555_1.3.3,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
1243,https://data.cooperationdatabank.org/id/ENG00555_1.3.4,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
1244,https://data.cooperationdatabank.org/id/ENG00569_1a.1.1,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
1245,https://data.cooperationdatabank.org/id/ENG00569_1a.1.2,https://data.cooperationdatabank.org/id/feedbacktarget/group,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
1246,https://data.cooperationdatabank.org/id/ENG00569_1a.2.1,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
