,obs,dependent,ES,N,t1,t2,study,design,n1,n2,sd1,sd2,ESLower,ESUpper,paper,doi,independentProperties,categoryT1,categoryT2
108,https://data.cooperationdatabank.org/id/ENG00038_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.46714,40.0,https://data.cooperationdatabank.org/id/ENG00038_1.2.1,https://data.cooperationdatabank.org/id/ENG00038_1.2.2,https://data.cooperationdatabank.org/id/ENG00038_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.248086,1.18237,https://data.cooperationdatabank.org/id/ENG00038,http://dx.doi.org/10.2307/2786258,['https://data.cooperationdatabank.org/vocab/prop/gameIncentive'],https://data.cooperationdatabank.org/id/gameincentive/monetary,https://data.cooperationdatabank.org/id/gameincentive/hypothetical
109,https://data.cooperationdatabank.org/id/ENG00041_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.0306373,144.0,https://data.cooperationdatabank.org/id/ENG00041_1.2.1,https://data.cooperationdatabank.org/id/ENG00041_1.2.2,https://data.cooperationdatabank.org/id/ENG00041_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.390902,0.329627,https://data.cooperationdatabank.org/id/ENG00041,http://dx.doi.org/10.1037//0022-3514.66.4.688,['https://data.cooperationdatabank.org/vocab/prop/feedbackContent'],https://data.cooperationdatabank.org/id/feedbackcontent/success,https://data.cooperationdatabank.org/id/feedbackcontent/failure
110,https://data.cooperationdatabank.org/id/ENG00041_2.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.81371,45.0,https://data.cooperationdatabank.org/id/ENG00041_2.1.1,https://data.cooperationdatabank.org/id/ENG00041_2.1.2,https://data.cooperationdatabank.org/id/ENG00041_2,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.12544,1.75286,https://data.cooperationdatabank.org/id/ENG00041,http://dx.doi.org/10.1037//0022-3514.66.4.688,['https://data.cooperationdatabank.org/vocab/prop/feedbackContent'],https://data.cooperationdatabank.org/id/feedbackcontent/success,https://data.cooperationdatabank.org/id/feedbackcontent/failure
111,https://data.cooperationdatabank.org/id/ENG00077_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.674703,48.0,https://data.cooperationdatabank.org/id/ENG00077_1.2.1,https://data.cooperationdatabank.org/id/ENG00077_1.2.2,https://data.cooperationdatabank.org/id/ENG00077_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.0146527,1.33475,https://data.cooperationdatabank.org/id/ENG00077,http://dx.doi.org/10.1093/jmt/25.3.145,['https://data.cooperationdatabank.org/vocab/prop/synchrony'],1,0
112,https://data.cooperationdatabank.org/id/ENG00077_1.2.1.4.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,1.07284,48.0,https://data.cooperationdatabank.org/id/ENG00077_1.2.1,https://data.cooperationdatabank.org/id/ENG00077_1.2.4,https://data.cooperationdatabank.org/id/ENG00077_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.3309,1.81477,https://data.cooperationdatabank.org/id/ENG00077,http://dx.doi.org/10.1093/jmt/25.3.145,['https://data.cooperationdatabank.org/vocab/prop/synchrony'],1,0
113,https://data.cooperationdatabank.org/id/ENG00077_1.2.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.489196,48.0,https://data.cooperationdatabank.org/id/ENG00077_1.2.2,https://data.cooperationdatabank.org/id/ENG00077_1.2.3,https://data.cooperationdatabank.org/id/ENG00077_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-1.14502,0.166629,https://data.cooperationdatabank.org/id/ENG00077,http://dx.doi.org/10.1093/jmt/25.3.145,['https://data.cooperationdatabank.org/vocab/prop/synchrony'],0,1
114,https://data.cooperationdatabank.org/id/ENG00077_1.2.3.4.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.88733,48.0,https://data.cooperationdatabank.org/id/ENG00077_1.2.3,https://data.cooperationdatabank.org/id/ENG00077_1.2.4,https://data.cooperationdatabank.org/id/ENG00077_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.14915,1.62551,https://data.cooperationdatabank.org/id/ENG00077,http://dx.doi.org/10.1093/jmt/25.3.145,['https://data.cooperationdatabank.org/vocab/prop/synchrony'],1,0
115,https://data.cooperationdatabank.org/id/ENG00096_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-1.3969,116.0,https://data.cooperationdatabank.org/id/ENG00096_1.1.1,https://data.cooperationdatabank.org/id/ENG00096_1.1.2,https://data.cooperationdatabank.org/id/ENG00096_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-2.02473,-0.769076,https://data.cooperationdatabank.org/id/ENG00096,http://dx.doi.org/10.1016/j.joep.2012.02.006,['https://data.cooperationdatabank.org/vocab/prop/entitativityLevel'],https://data.cooperationdatabank.org/id/entitativitylevel/low,https://data.cooperationdatabank.org/id/entitativitylevel/high
116,https://data.cooperationdatabank.org/id/ENG00096_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.232227,116.0,https://data.cooperationdatabank.org/id/ENG00096_1.2.1,https://data.cooperationdatabank.org/id/ENG00096_1.2.2,https://data.cooperationdatabank.org/id/ENG00096_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.636373,0.171919,https://data.cooperationdatabank.org/id/ENG00096,http://dx.doi.org/10.1016/j.joep.2012.02.006,['https://data.cooperationdatabank.org/vocab/prop/targetMembership'],https://data.cooperationdatabank.org/id/targetmembership/stranger,https://data.cooperationdatabank.org/id/targetmembership/ingroup
117,https://data.cooperationdatabank.org/id/ENG00096_1.2.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.854518,124.0,https://data.cooperationdatabank.org/id/ENG00096_1.2.1,https://data.cooperationdatabank.org/id/ENG00096_1.2.3,https://data.cooperationdatabank.org/id/ENG00096_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-1.28466,-0.424381,https://data.cooperationdatabank.org/id/ENG00096,http://dx.doi.org/10.1016/j.joep.2012.02.006,['https://data.cooperationdatabank.org/vocab/prop/targetMembership'],https://data.cooperationdatabank.org/id/targetmembership/stranger,https://data.cooperationdatabank.org/id/targetmembership/ingroup
118,https://data.cooperationdatabank.org/id/ENG00096_1.2.1.4.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.764304,172.0,https://data.cooperationdatabank.org/id/ENG00096_1.2.1,https://data.cooperationdatabank.org/id/ENG00096_1.2.4,https://data.cooperationdatabank.org/id/ENG00096_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-1.1369,-0.391708,https://data.cooperationdatabank.org/id/ENG00096,http://dx.doi.org/10.1016/j.joep.2012.02.006,['https://data.cooperationdatabank.org/vocab/prop/targetMembership'],https://data.cooperationdatabank.org/id/targetmembership/stranger,https://data.cooperationdatabank.org/id/targetmembership/ingroup
119,https://data.cooperationdatabank.org/id/ENG00104_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.194289,52.0,https://data.cooperationdatabank.org/id/ENG00104_1.1.1,https://data.cooperationdatabank.org/id/ENG00104_1.1.2,https://data.cooperationdatabank.org/id/ENG00104_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.35099,0.739568,https://data.cooperationdatabank.org/id/ENG00104,http://dx.doi.org/10.1037/1089-2699.8.1.40,['https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel'],https://data.cooperationdatabank.org/id/uncertaintylevel/low,https://data.cooperationdatabank.org/id/uncertaintylevel/high
120,https://data.cooperationdatabank.org/id/ENG00104_2.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.139541,95.0,https://data.cooperationdatabank.org/id/ENG00104_2.1.1,https://data.cooperationdatabank.org/id/ENG00104_2.1.2,https://data.cooperationdatabank.org/id/ENG00104_2,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.263147,0.542228,https://data.cooperationdatabank.org/id/ENG00104,http://dx.doi.org/10.1037/1089-2699.8.1.40,['https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel'],https://data.cooperationdatabank.org/id/uncertaintylevel/low,https://data.cooperationdatabank.org/id/uncertaintylevel/high
121,https://data.cooperationdatabank.org/id/ENG00105_1.3.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.0368965,360.0,https://data.cooperationdatabank.org/id/ENG00105_1.3.1,https://data.cooperationdatabank.org/id/ENG00105_1.3.2,https://data.cooperationdatabank.org/id/ENG00105_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.265163,0.19137,https://data.cooperationdatabank.org/id/ENG00105,http://dx.doi.org/10.1007/s10726-006-9067-1,['https://data.cooperationdatabank.org/vocab/prop/mPCR'],0.24,0.285
122,https://data.cooperationdatabank.org/id/ENG00105_1.3.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.123889,360.0,https://data.cooperationdatabank.org/id/ENG00105_1.3.1,https://data.cooperationdatabank.org/id/ENG00105_1.3.3,https://data.cooperationdatabank.org/id/ENG00105_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.353216,0.105438,https://data.cooperationdatabank.org/id/ENG00105,http://dx.doi.org/10.1007/s10726-006-9067-1,['https://data.cooperationdatabank.org/vocab/prop/mPCR'],0.24,0.333
123,https://data.cooperationdatabank.org/id/ENG00105_1.3.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.0869926,360.0,https://data.cooperationdatabank.org/id/ENG00105_1.3.2,https://data.cooperationdatabank.org/id/ENG00105_1.3.3,https://data.cooperationdatabank.org/id/ENG00105_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.316552,0.142567,https://data.cooperationdatabank.org/id/ENG00105,http://dx.doi.org/10.1007/s10726-006-9067-1,['https://data.cooperationdatabank.org/vocab/prop/mPCR'],0.285,0.333
124,https://data.cooperationdatabank.org/id/ENG00106_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.517852,178.0,https://data.cooperationdatabank.org/id/ENG00106_1.1.1,https://data.cooperationdatabank.org/id/ENG00106_1.1.2,https://data.cooperationdatabank.org/id/ENG00106_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.176433,0.859271,https://data.cooperationdatabank.org/id/ENG00106,http://dx.doi.org/10.1002/bdm.419,['https://data.cooperationdatabank.org/vocab/prop/oneShotStrategyValue'],1.0,0.0
125,https://data.cooperationdatabank.org/id/ENG00106_1.4.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.61031,178.0,https://data.cooperationdatabank.org/id/ENG00106_1.4.1,https://data.cooperationdatabank.org/id/ENG00106_1.4.2,https://data.cooperationdatabank.org/id/ENG00106_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.259488,0.961132,https://data.cooperationdatabank.org/id/ENG00106,http://dx.doi.org/10.1002/bdm.419,['https://data.cooperationdatabank.org/vocab/prop/oneShotStrategyValue'],1.0,0.0
126,https://data.cooperationdatabank.org/id/ENG00106_2.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.495061,59.0,https://data.cooperationdatabank.org/id/ENG00106_2.1.1,https://data.cooperationdatabank.org/id/ENG00106_2.1.2,https://data.cooperationdatabank.org/id/ENG00106_2,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.082171,1.07229,https://data.cooperationdatabank.org/id/ENG00106,http://dx.doi.org/10.1002/bdm.419,['https://data.cooperationdatabank.org/vocab/prop/oneShotStrategyValue'],1.0,0.0
127,https://data.cooperationdatabank.org/id/ENG00106_2.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.541374,59.0,https://data.cooperationdatabank.org/id/ENG00106_2.2.1,https://data.cooperationdatabank.org/id/ENG00106_2.2.2,https://data.cooperationdatabank.org/id/ENG00106_2,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.075372,1.15812,https://data.cooperationdatabank.org/id/ENG00106,http://dx.doi.org/10.1002/bdm.419,['https://data.cooperationdatabank.org/vocab/prop/oneShotStrategyValue'],1.0,0.0
128,https://data.cooperationdatabank.org/id/ENG00108_2.4.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.434699,48.0,https://data.cooperationdatabank.org/id/ENG00108_2.4.1,https://data.cooperationdatabank.org/id/ENG00108_2.4.2,https://data.cooperationdatabank.org/id/ENG00108_2,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.793041,1.66244,https://data.cooperationdatabank.org/id/ENG00108,http://dx.doi.org/10.1002/bdm.743,['https://data.cooperationdatabank.org/vocab/prop/sVOType'],https://data.cooperationdatabank.org/id/svotype/prosocial,https://data.cooperationdatabank.org/id/svotype/proself
129,https://data.cooperationdatabank.org/id/ENG00142_4.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.327957,60.0,https://data.cooperationdatabank.org/id/ENG00142_4.1.1,https://data.cooperationdatabank.org/id/ENG00142_4.1.2,https://data.cooperationdatabank.org/id/ENG00142_4,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.25933,0.915244,https://data.cooperationdatabank.org/id/ENG00142,http://dx.doi.org/10.1007/s10683-006-7052-9,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/id/gender/f
130,https://data.cooperationdatabank.org/id/ENG00143_1.1.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.187871,108.0,https://data.cooperationdatabank.org/id/ENG00143_1.1.1,https://data.cooperationdatabank.org/id/ENG00143_1.1.3,https://data.cooperationdatabank.org/id/ENG00143_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.261074,0.636815,https://data.cooperationdatabank.org/id/ENG00143,http://dx.doi.org/10.1016/j.evolhumbehav.2015.12.004,['https://data.cooperationdatabank.org/vocab/prop/partnerSelection'],https://data.cooperationdatabank.org/id/partnerselection/present,https://data.cooperationdatabank.org/id/partnerselection/absent
131,https://data.cooperationdatabank.org/id/ENG00143_1.1.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.304371,108.0,https://data.cooperationdatabank.org/id/ENG00143_1.1.2,https://data.cooperationdatabank.org/id/ENG00143_1.1.3,https://data.cooperationdatabank.org/id/ENG00143_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.157737,0.76648,https://data.cooperationdatabank.org/id/ENG00143,http://dx.doi.org/10.1016/j.evolhumbehav.2015.12.004,['https://data.cooperationdatabank.org/vocab/prop/partnerSelection'],https://data.cooperationdatabank.org/id/partnerselection/present,https://data.cooperationdatabank.org/id/partnerselection/absent
132,https://data.cooperationdatabank.org/id/ENG00159_1.1.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.125846,40.0,https://data.cooperationdatabank.org/id/ENG00159_1.1.1,https://data.cooperationdatabank.org/id/ENG00159_1.1.3,https://data.cooperationdatabank.org/id/ENG00159_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.605348,0.857039,https://data.cooperationdatabank.org/id/ENG00159,http://dx.doi.org/10.1002/(sici)1099-0992(199911)29:7&lt909::aid-ejsp965&gt3.0.co,['https://data.cooperationdatabank.org/vocab/prop/communicationTreatment'],1,0
133,https://data.cooperationdatabank.org/id/ENG00159_1.1.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,1.07284,40.0,https://data.cooperationdatabank.org/id/ENG00159_1.1.2,https://data.cooperationdatabank.org/id/ENG00159_1.1.3,https://data.cooperationdatabank.org/id/ENG00159_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.305118,1.84055,https://data.cooperationdatabank.org/id/ENG00159,http://dx.doi.org/10.1002/(sici)1099-0992(199911)29:7&lt909::aid-ejsp965&gt3.0.co,['https://data.cooperationdatabank.org/vocab/prop/communicationTreatment'],1,0
134,https://data.cooperationdatabank.org/id/ENG00159_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.449227,60.0,https://data.cooperationdatabank.org/id/ENG00159_1.2.1,https://data.cooperationdatabank.org/id/ENG00159_1.2.2,https://data.cooperationdatabank.org/id/ENG00159_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.121837,1.02029,https://data.cooperationdatabank.org/id/ENG00159,http://dx.doi.org/10.1002/(sici)1099-0992(199911)29:7&lt909::aid-ejsp965&gt3.0.co,['https://data.cooperationdatabank.org/vocab/prop/contextFrame'],https://data.cooperationdatabank.org/id/contextframe/cooperative,https://data.cooperationdatabank.org/id/contextframe/competitive
135,https://data.cooperationdatabank.org/id/ENG00165_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.68084,60.0,https://data.cooperationdatabank.org/id/ENG00165_1.1.1,https://data.cooperationdatabank.org/id/ENG00165_1.1.2,https://data.cooperationdatabank.org/id/ENG00165_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.153343,1.20834,https://data.cooperationdatabank.org/id/ENG00165,http://dx.doi.org/10.1016/j.beproc.2012.06.001,['https://data.cooperationdatabank.org/vocab/prop/communicationTreatment'],0,1
136,https://data.cooperationdatabank.org/id/ENG00170_1.4.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.2564,60.0,https://data.cooperationdatabank.org/id/ENG00170_1.4.1,https://data.cooperationdatabank.org/id/ENG00170_1.4.2,https://data.cooperationdatabank.org/id/ENG00170_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.349109,0.861908,https://data.cooperationdatabank.org/id/ENG00170,http://dx.doi.org/10.1177/002200277301700107,['https://data.cooperationdatabank.org/vocab/prop/knowledgeOfPartnerPriorBehavior'],https://data.cooperationdatabank.org/id/knowledgeofpartnerpriorbehavior/cooperative,https://data.cooperationdatabank.org/id/knowledgeofpartnerpriorbehavior/absent
137,https://data.cooperationdatabank.org/id/ENG00170_1.4.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.0777807,60.0,https://data.cooperationdatabank.org/id/ENG00170_1.4.2,https://data.cooperationdatabank.org/id/ENG00170_1.4.3,https://data.cooperationdatabank.org/id/ENG00170_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.496486,0.652048,https://data.cooperationdatabank.org/id/ENG00170,http://dx.doi.org/10.1177/002200277301700107,['https://data.cooperationdatabank.org/vocab/prop/knowledgeOfPartnerPriorBehavior'],https://data.cooperationdatabank.org/id/knowledgeofpartnerpriorbehavior/absent,https://data.cooperationdatabank.org/id/knowledgeofpartnerpriorbehavior/noncooperative
138,https://data.cooperationdatabank.org/id/ENG00170_1.7.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.16316,90.0,https://data.cooperationdatabank.org/id/ENG00170_1.7.1,https://data.cooperationdatabank.org/id/ENG00170_1.7.2,https://data.cooperationdatabank.org/id/ENG00170_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.644262,0.317943,https://data.cooperationdatabank.org/id/ENG00170,http://dx.doi.org/10.1177/002200277301700107,['https://data.cooperationdatabank.org/vocab/prop/targetMembership'],https://data.cooperationdatabank.org/id/targetmembership/outgroup,https://data.cooperationdatabank.org/id/targetmembership/ingroup
139,https://data.cooperationdatabank.org/id/ENG00216_1.1.1.11.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.100519,48.0,https://data.cooperationdatabank.org/id/ENG00216_1.1.1,https://data.cooperationdatabank.org/id/ENG00216_1.1.11,https://data.cooperationdatabank.org/id/ENG00216_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.551324,0.752363,https://data.cooperationdatabank.org/id/ENG00216,http://dx.doi.org/10.1080/00207597508247333,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/id/gender/m
140,https://data.cooperationdatabank.org/id/ENG00216_1.1.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.33418,40.0,https://data.cooperationdatabank.org/id/ENG00216_1.1.1,https://data.cooperationdatabank.org/id/ENG00216_1.1.3,https://data.cooperationdatabank.org/id/ENG00216_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-1.02639,0.35803,https://data.cooperationdatabank.org/id/ENG00216,http://dx.doi.org/10.1080/00207597508247333,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/id/gender/m
141,https://data.cooperationdatabank.org/id/ENG00216_1.1.1.4.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.11775,40.0,https://data.cooperationdatabank.org/id/ENG00216_1.1.1,https://data.cooperationdatabank.org/id/ENG00216_1.1.4,https://data.cooperationdatabank.org/id/ENG00216_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.589281,0.82478,https://data.cooperationdatabank.org/id/ENG00216,http://dx.doi.org/10.1080/00207597508247333,['https://data.cooperationdatabank.org/vocab/prop/student'],0,1
142,https://data.cooperationdatabank.org/id/ENG00216_1.1.1.8.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.0380378,32.0,https://data.cooperationdatabank.org/id/ENG00216_1.1.1,https://data.cooperationdatabank.org/id/ENG00216_1.1.8,https://data.cooperationdatabank.org/id/ENG00216_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.840288,0.764212,https://data.cooperationdatabank.org/id/ENG00216,http://dx.doi.org/10.1080/00207597508247333,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/id/gender/m
143,https://data.cooperationdatabank.org/id/ENG00216_1.1.1.9.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.505178,28.0,https://data.cooperationdatabank.org/id/ENG00216_1.1.1,https://data.cooperationdatabank.org/id/ENG00216_1.1.9,https://data.cooperationdatabank.org/id/ENG00216_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-1.43578,0.425423,https://data.cooperationdatabank.org/id/ENG00216,http://dx.doi.org/10.1080/00207597508247333,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/id/gender/m
144,https://data.cooperationdatabank.org/id/ENG00216_1.1.10.11.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,1.01475,46.0,https://data.cooperationdatabank.org/id/ENG00216_1.1.10,https://data.cooperationdatabank.org/id/ENG00216_1.1.11,https://data.cooperationdatabank.org/id/ENG00216_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.268453,1.76104,https://data.cooperationdatabank.org/id/ENG00216,http://dx.doi.org/10.1080/00207597508247333,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/id/gender/m
145,https://data.cooperationdatabank.org/id/ENG00216_1.1.10.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.580049,38.0,https://data.cooperationdatabank.org/id/ENG00216_1.1.10,https://data.cooperationdatabank.org/id/ENG00216_1.1.3,https://data.cooperationdatabank.org/id/ENG00216_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.201752,1.36185,https://data.cooperationdatabank.org/id/ENG00216,http://dx.doi.org/10.1080/00207597508247333,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/id/gender/m
146,https://data.cooperationdatabank.org/id/ENG00216_1.1.10.4.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,1.03198,38.0,https://data.cooperationdatabank.org/id/ENG00216_1.1.10,https://data.cooperationdatabank.org/id/ENG00216_1.1.4,https://data.cooperationdatabank.org/id/ENG00216_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.237026,1.82693,https://data.cooperationdatabank.org/id/ENG00216,http://dx.doi.org/10.1080/00207597508247333,['https://data.cooperationdatabank.org/vocab/prop/student'],0,1
147,https://data.cooperationdatabank.org/id/ENG00216_1.1.10.8.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.876191,30.0,https://data.cooperationdatabank.org/id/ENG00216_1.1.10,https://data.cooperationdatabank.org/id/ENG00216_1.1.8,https://data.cooperationdatabank.org/id/ENG00216_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.00452555,1.75691,https://data.cooperationdatabank.org/id/ENG00216,http://dx.doi.org/10.1080/00207597508247333,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/id/gender/m
148,https://data.cooperationdatabank.org/id/ENG00216_1.1.10.9.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.409052,26.0,https://data.cooperationdatabank.org/id/ENG00216_1.1.10,https://data.cooperationdatabank.org/id/ENG00216_1.1.9,https://data.cooperationdatabank.org/id/ENG00216_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.589985,1.40809,https://data.cooperationdatabank.org/id/ENG00216,http://dx.doi.org/10.1080/00207597508247333,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/id/gender/m
149,https://data.cooperationdatabank.org/id/ENG00216_1.1.11.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.100519,38.0,https://data.cooperationdatabank.org/id/ENG00216_1.1.11,https://data.cooperationdatabank.org/id/ENG00216_1.1.2,https://data.cooperationdatabank.org/id/ENG00216_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.917932,0.716893,https://data.cooperationdatabank.org/id/ENG00216,http://dx.doi.org/10.1080/00207597508247333,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/id/gender/f
150,https://data.cooperationdatabank.org/id/ENG00216_1.1.11.5.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.100519,48.0,https://data.cooperationdatabank.org/id/ENG00216_1.1.11,https://data.cooperationdatabank.org/id/ENG00216_1.1.5,https://data.cooperationdatabank.org/id/ENG00216_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.752363,0.551324,https://data.cooperationdatabank.org/id/ENG00216,http://dx.doi.org/10.1080/00207597508247333,['https://data.cooperationdatabank.org/vocab/prop/student'],0,1
